what,kind,bundleId,bundleVersion,description,time
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362175164219
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175397319
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175525089
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362175580200
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362175587180
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175592070
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175592940
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362175592960
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175594940
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175595820
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362175595850
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175597650
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175598350
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362175598360
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175632920
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175634020
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175634570
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175710220
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175711590
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175844900
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175846430
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175871780
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362175873400
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176075859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176078729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176187110
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176196570
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176266611
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362176281981
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362176297311
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176498001
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176498111
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362176498131
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362176557171
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362176579281
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362176590321
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362176597251
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362176600181
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362176616021
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362176619001
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362176622181
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362176624731
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362176634191
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362176635101
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362176654981
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362176730171
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362176736871
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176764671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176766061
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176766531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176774861
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1362176807701
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362176807771
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1362176809041
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362176809101
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176814361
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176992792
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362176994302
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362177181542
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1362177186518
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1362177189917
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362177196635
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362177244775
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362177245945
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362177250529
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362177795596
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1362177798924
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362177804860
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1362177806072
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362177811234
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1362177813153
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362177818641
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178167088
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178181372
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178212363
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178213143
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362178213174
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178315847
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178316640
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362178316650
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178318965
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178319773
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362178319804
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178321816
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178322581
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362178322612
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178410016
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178456321
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362178492367
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362178504630
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362178510213
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362178514764
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362178519895
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362178524420
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178525637
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178525762
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362178525762
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1362178538831
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362178538878
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1362178540064
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362178540126
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362178594662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362180099625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362180100580
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362180700575
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362180720523
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362180905108
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362180907614
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362181396316
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362181397958
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362181422879
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362181425546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362181428093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362181429464
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362181782137
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362181790267
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362181793677
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362181796407
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182086068
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182088588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182093008
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182094288
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182095188
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182102388
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182102568
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182105128
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182119918
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182132838
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182153018
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182158418
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182226688
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182231808
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182233238
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182237608
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182628299
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182641689
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182641839
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182642659
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182837799
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182846140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182963330
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182964990
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182980010
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182981030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362182999933
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183000673
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183001403
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183003963
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183077913
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183089273
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183323374
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183324604
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183325374
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183334864
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183336074
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183336474
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183350464
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183351614
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183932541
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183935224
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183964772
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362183966254
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362184585599
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362184586254
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362184587939
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362184589171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362184652977
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362184656745
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362184656995
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362184657026
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362184658399
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362184659631
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362184660910
started,bundle,org.eclipse.papyrus.sasheditor.di,0.7.2.v201101191114,"org.eclipse.papyrus.sasheditor.di",1362184662576
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1362184662666
started,bundle,org.eclipse.emf.workspace,1.4.0.v20100224-1706,"org.eclipse.emf.workspace",1362184662706
started,bundle,org.eclipse.gmf.runtime.emf.commands.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.emf.commands.core",1362184662706
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1362184663126
stopped,bundle,fr.obeo.acceleo.chain.editor,2.8.0.201102021515,"fr.obeo.acceleo.chain.editor",1362184663146
stopped,bundle,org.topcased.uml2java.generator,2.5.1.201102071539,"org.topcased.uml2java.generator",1362184663236
stopped,bundle,org.topcased.uml2rtsj.launcher,1.0.0.201102071539,"org.topcased.uml2rtsj.launcher",1362184663246
stopped,bundle,org.topcased.uml2java.launcher,3.0.1.201102071539,"org.topcased.uml2java.launcher",1362184663256
stopped,bundle,fr.obeo.acceleo.chain.ui,2.8.0.201102021515,"fr.obeo.acceleo.chain.ui",1362184663286
stopped,bundle,fr.obeo.acceleo.gen.debug.ui,2.8.0.201102021515,"fr.obeo.acceleo.gen.debug.ui",1362184663316
stopped,bundle,fr.obeo.acceleo.gen.profiler.editor,2.8.0.201102021515,"fr.obeo.acceleo.gen.profiler.editor",1362184663356
stopped,bundle,fr.obeo.acceleo.gen.ui,2.8.0.201102021515,"fr.obeo.acceleo.gen.ui",1362184663356
stopped,bundle,fr.obeo.acceleo.bridge.ui,2.8.0.201102021515,"fr.obeo.acceleo.bridge.ui",1362184663396
stopped,bundle,fr.obeo.acceleo.chain.edit,2.8.0.201102021515,"fr.obeo.acceleo.chain.edit",1362184663406
stopped,bundle,fr.obeo.acceleo.chain,2.8.0.201102021515,"fr.obeo.acceleo.chain",1362184663426
stopped,bundle,fr.obeo.acceleo.ecore.ui,2.8.0.201102021515,"fr.obeo.acceleo.ecore.ui",1362184663436
stopped,bundle,fr.obeo.acceleo.uml14.ui,2.8.0.201102021515,"fr.obeo.acceleo.uml14.ui",1362184663556
stopped,bundle,fr.obeo.acceleo.tools.ui,2.8.0.201102021515,"fr.obeo.acceleo.tools.ui",1362184663626
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1362184663696
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1362184663696
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1362920015619
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1362920015621
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1362920015639
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1362920015646
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1362920015658
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1362920015663
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1362920015670
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1362920015673
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1362920015676
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1362920015678
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1362920015680
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1362920015685
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1362920015692
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1362920015694
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1362920015696
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1362920015697
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1362920015697
started,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1362920015712
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1362920015724
started,bundle,org.eclipse.emf.ecore.change,2.5.1.v20100907-1643,"org.eclipse.emf.ecore.change",1362920015735
started,bundle,org.eclipse.emf.ecore.edit,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.edit",1362920015739
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1362920015742
started,bundle,org.eclipse.emf.edit,2.6.0.v20100914-1218,"org.eclipse.emf.edit",1362920015742
started,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1362920015750
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1362920015752
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1362920015757
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1362920015759
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1362920015762
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1362920015770
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1362920015772
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1362920015778
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1362920015786
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1362920015814
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1362920015816
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1362920015818
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1362920015822
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1362920015828
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1362920015837
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1362920015838
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1362920015840
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1362920015850
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1362920015851
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1362920015859
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1362920015877
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1362920015880
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1362920015899
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1362920015912
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1362920015916
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1362920015920
