what,kind,bundleId,bundleVersion,description,time
started,bundle,org.topcased.modeler.uml.oclinterpreter,2.5.1.201102071539,"org.topcased.modeler.uml.oclinterpreter",1362172792693
started,bundle,org.eclipse.ocl,3.0.2.R30x_v201101110610,"org.eclipse.ocl",1362172792743
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362172802403
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362172816143
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362172817473
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362172817503
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362172848903
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362172900954
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362172914054
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362172979394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362172989964
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173301194
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173355764
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173508345
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173524945
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173526135
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173527355
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173627435
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173684205
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173685145
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362173685165
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173745315
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173746415
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362173746505
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173767425
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173768455
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362173768475
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173790555
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173805925
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362173830865
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362173832815
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362173835645
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362173840495
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362173848055
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362173851385
started,bundle,org.eclipse.emf.converter,2.5.0.v20100914-1218,"org.eclipse.emf.converter",1362173855375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173860365
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173861925
error,log,,,"Unhandled event loop exception",1362173862065
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173883875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362173884935
executed,command,org.topcased.modeler,3.1.13.201102071538,"org.topcased.modeler.deleteModelObject",1362173884955
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362174085206
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362174088366
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174106166
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174184917
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174199897
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174201737
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362174216447
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362174225617
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362174238927
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362174250057
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362174255647
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362174258897
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362174262017
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362174265207
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362174269077
activated,editor,org.topcased.modeler.uml,3.0.10.201102071539,"org.topcased.modeler.uml.editor.UMLEditor",1362174270637
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1362174274747
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174285847
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174288187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174289647
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174290737
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174292307
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174293447
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174295077
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362174298077
